name,taxa,scientificname,genus,family,taxonomic_level
Schizaea elegans,plants,Schizaea elegans,Schizaea,Schizaeaceae,species
Ruellia brevifolia,plants,Ruellia brevifolia,Ruellia,Acanthaceae,species
Pentagonia,plants,,Pentagonia,Rubiaceae,genus
Protium pilosum,plants,Protium pilosum,Protium,Burseraceae,species
Bulbostylis,plants,,Bulbostylis,Cyperaceae,genus
Uncaria,plants,,Uncaria,Rubiaceae,genus
Amphirrhox longifolia,plants,Amphirrhox longifolia,Amphirrhox,Violaceae,species
Allantoma,plants,,Allantoma,Lecythidaceae,genus
Rhynchanthera grandiflora,plants,Rhynchanthera grandiflora,Rhynchanthera,Melastomataceae,species
Palicourea virens,plants,Palicourea virens,Palicourea,Rubiaceae,species
Piriqueta,plants,,Piriqueta,Turneraceae,genus
Trichomanes ankersii,plants,Trichomanes ankersii,Trichomanes,Hymenophyllaceae,species
Declieuxia fruticosa,plants,Declieuxia fruticosa,Declieuxia,Rubiaceae,species
Micropholis egensis,plants,Micropholis egensis,Micropholis,Sapotaceae,species
Quiinaceae,plants,,,Quiinaceae,family
Calyptrocarya glomerulata,plants,Calyptrocarya glomerulata,Calyptrocarya,Cyperaceae,species
Henriettea,plants,,Henriettea,Melastomataceae,genus
Ichnanthus tenuis,plants,Ichnanthus tenuis,Ichnanthus,Poaceae,species
Sextonia rubra,plants,Sextonia rubra,Sextonia,Lauraceae,species
Alchornea,plants,,Alchornea,Euphorbiaceae,genus
Epiphyllum phyllanthus,plants,Epiphyllum phyllanthus,Epiphyllum,Cactaceae,species
Paullinia cupana,plants,Paullinia cupana,Paullinia,Sapindaceae,species
Lagenocarpus pendulus,plants,Lagenocarpus pendulus,Lagenocarpus,Cyperaceae,species
Nephrolepis rivularis,plants,Nephrolepis rivularis,Nephrolepis,Nephrolepidaceae,species
Codonanthopsis ulei,plants,Codonanthopsis ulei,Codonanthopsis,Gesneriaceae,species
Xylolejeunea crenata,plants,Xylolejeunea crenata,Xylolejeunea,Lejeuneaceae,species
Allantoma integrifolia,plants,Allantoma integrifolia,Allantoma,Lecythidaceae,species
Miconia symplectocaulos,plants,Miconia symplectocaulos,Miconia,Melastomataceae,species
Ocotea oblonga,plants,Ocotea oblonga,Ocotea,Lauraceae,species
Viscaceae,plants,,,Viscaceae,family
Rudgea,plants,,Rudgea,Rubiaceae,genus
Hymenolobium sericeum,plants,Hymenolobium sericeum,Hymenolobium,Fabaceae,species
Lejeunea aphanes,plants,Lejeunea aphanes,Lejeunea,Lejeuneaceae,species
Voyria tenella,plants,Voyria tenella,Voyria,Gentianaceae,species
Dalbergia inundata,plants,Dalbergia inundata,Dalbergia,Fabaceae,species
Remijia hubbardiorum,plants,Remijia hubbardiorum,Remijia,Rubiaceae,species
Orthomene schomburgkii,plants,Orthomene schomburgkii,Orthomene,Menispermaceae,species
Leucomium strumosum,plants,Leucomium strumosum,Leucomium,Leucomiaceae,species
Diplasia karatifolia,plants,Diplasia karatifolia,Diplasia,Cyperaceae,species
Nectandra viburnoides,plants,Nectandra viburnoides,Nectandra,Lauraceae,species
Jupunba piresii,plants,Jupunba piresii,Jupunba,Fabaceae,species
Osteophloeum platyspermum,plants,Osteophloeum platyspermum,Osteophloeum,Myristicaceae,species
Acanthella,plants,,Acanthella,Melastomataceae,genus
Iryanthera coriacea,plants,Iryanthera coriacea,Iryanthera,Myristicaceae,species
Annona montana,plants,Annona montana,Annona,Annonaceae,species
Gurania sinuata,plants,Gurania sinuata,Gurania,Cucurbitaceae,species
Spathiphyllum cannifolium,plants,Spathiphyllum cannifolium,Spathiphyllum,Araceae,species
Diospyros guianensis,plants,Diospyros guianensis,Diospyros,Ebenaceae,species
Physalis angulata,plants,Physalis angulata,Physalis,Solanaceae,species
Adiscanthus fusciflorus,plants,Adiscanthus fusciflorus,Adiscanthus,Rutaceae,species
Xyris downsiana,plants,Xyris downsiana,Xyris,Xyridaceae,species
Alchorneopsis floribunda,plants,Alchorneopsis floribunda,Alchorneopsis,Euphorbiaceae,species
Cyclosorus interruptus,plants,Cyclosorus interruptus,Cyclosorus,Thelypteridaceae,species
Glicophyllum stylopterum,plants,Glicophyllum stylopterum,Glicophyllum,Malpighiaceae,species
Trichosteleum,plants,,Trichosteleum,Sematophyllaceae,genus
Miconia albicans,plants,Miconia albicans,Miconia,Melastomataceae,species
Tontelea mauritioides,plants,Tontelea mauritioides,Tontelea,Celastraceae,species
Cuphea antisyphilitica,plants,Cuphea antisyphilitica,Cuphea,Lythraceae,species
Byrsonima schomburgkiana,plants,Byrsonima schomburgkiana,Byrsonima,Malpighiaceae,species
Cestrum,plants,,Cestrum,Solanaceae,genus
Pachira aquatica,plants,Pachira aquatica,Pachira,Malvaceae,species
Aniba riparia,plants,Aniba riparia,Aniba,Lauraceae,species
Psychotria remota,plants,Psychotria remota,Psychotria,Rubiaceae,species
Pagamea guianensis,plants,Pagamea guianensis,Pagamea,Rubiaceae,species
Araliaceae,plants,,,Araliaceae,family
Sobralia liliastrum,plants,Sobralia liliastrum,Sobralia,Orchidaceae,species
Cochlospermaceae,plants,,,Cochlospermaceae,family
Tristicha,plants,,Tristicha,Podostemaceae,genus
Lomariopsis,plants,,Lomariopsis,Lomariopsidaceae,genus
Potamogetonaceae,plants,,,Potamogetonaceae,family
Brosimum lactescens,plants,Brosimum lactescens,Brosimum,Moraceae,species
Cyclopeltis,plants,,Cyclopeltis,Lomariopsidaceae,genus
Sterculia pruriens,plants,Sterculia pruriens,Sterculia,Malvaceae,species
Cyperus luzulae,plants,Cyperus luzulae,Cyperus,Cyperaceae,species
Erisma,plants,,Erisma,Vochysiaceae,genus
Capirona,plants,,Capirona,Rubiaceae,genus
Pinzona,plants,,Pinzona,Dilleniaceae,genus
Anisophylleaceae,plants,,,Anisophylleaceae,family
Paspalum atratum,plants,Paspalum atratum,Paspalum,Poaceae,species
Eschweilera,plants,,Eschweilera,Lecythidaceae,genus
Sapindus rarak,plants,Sapindus rarak,Sapindus,Sapindaceae,species
Solanum proteanthum,plants,Solanum proteanthum,Solanum,Solanaceae,species
Philonotion americanum,plants,Philonotion americanum,Philonotion,Araceae,species
Sacoglottis mattogrossensis,plants,Sacoglottis mattogrossensis,Sacoglottis,Humiriaceae,species
Acrolejeunea torulosa,plants,Acrolejeunea torulosa,Acrolejeunea,Lejeuneaceae,species
Cheiloclinium,plants,,Cheiloclinium,Celastraceae,genus
Attalea spectabilis,plants,Attalea spectabilis,Attalea,Arecaceae,species
Hylenaea unguiculata,plants,Hylenaea unguiculata,Hylenaea,Celastraceae,species
Sorocea,plants,,Sorocea,Moraceae,genus
Discophora guianensis,plants,Discophora guianensis,Discophora,Stemonuraceae,species
Swartzia benthamiana,plants,Swartzia benthamiana,Swartzia,Fabaceae,species
Miconia dolichorrhyncha,plants,Miconia dolichorrhyncha,Miconia,Melastomataceae,species
Leonia cymosa,plants,Leonia cymosa,Leonia,Violaceae,species
Hymenolobium,plants,,Hymenolobium,Fabaceae,genus
Senna latifolia,plants,Senna latifolia,Senna,Fabaceae,species
Stigmaphyllon,plants,,Stigmaphyllon,Malpighiaceae,genus
Pterocarpus,plants,,Pterocarpus,Fabaceae,genus
Xylopia crinita,plants,Xylopia crinita,Xylopia,Annonaceae,species
Moranopteris nana,plants,Moranopteris nana,Moranopteris,Polypodiaceae,species
Curtia tenella,plants,Curtia tenella,Curtia,Gentianaceae,species
Guatteria maypurensis,plants,Guatteria maypurensis,Guatteria,Annonaceae,species
Vitex triflora,plants,Vitex triflora,Vitex,Lamiaceae,species
Abolboda,plants,,Abolboda,Xyridaceae,genus
Iryanthera sagotiana,plants,Iryanthera sagotiana,Iryanthera,Myristicaceae,species
Clusia columnaris,plants,Clusia columnaris,Clusia,Clusiaceae,species
Trichosteleum papillosum,plants,Trichosteleum papillosum,Trichosteleum,Sematophyllaceae,species
Aechmea mertensii,plants,Aechmea mertensii,Aechmea,Bromeliaceae,species
Cyperus distans,plants,Cyperus distans,Cyperus,Cyperaceae,species
Dicymbe arenicola,plants,Dicymbe arenicola,Dicymbe,Fabaceae,species
Didymopanax ciliatifolius,plants,Didymopanax ciliatifolius,Didymopanax,Araliaceae,species
Lejeunea,plants,,Lejeunea,Lejeuneaceae,genus
Bignonia,plants,,Bignonia,Bignoniaceae,genus
Tapura amazonica,plants,Tapura amazonica,Tapura,Dichapetalaceae,species
Goniopteris,plants,,Goniopteris,Thelypteridaceae,genus
Duguetia longicuspis,plants,Duguetia longicuspis,Duguetia,Annonaceae,species
Clusia renggerioides,plants,Clusia renggerioides,Clusia,Clusiaceae,species
Ladenbergia,plants,,Ladenbergia,Rubiaceae,genus
Paullinia novemalata,plants,Paullinia novemalata,Paullinia,Sapindaceae,species
Talisia cerasina,plants,Talisia cerasina,Talisia,Sapindaceae,species
Toulicia,plants,,Toulicia,Sapindaceae,genus
Ouratea coccinea,plants,Ouratea coccinea,Ouratea,Ochnaceae,species
Eleocharis interstincta,plants,Eleocharis interstincta,Eleocharis,Cyperaceae,species
Euterpe,plants,,Euterpe,Arecaceae,genus
Orthomene,plants,,Orthomene,Menispermaceae,genus
Rhizophoraceae,plants,,,Rhizophoraceae,family
Cololejeunea surinamensis,plants,Cololejeunea surinamensis,Cololejeunea,Lejeuneaceae,species
Securidaca rivinifolia,plants,Securidaca rivinifolia,Securidaca,Polygalaceae,species
Cattleya wallisii,plants,Cattleya wallisii,Cattleya,Orchidaceae,species
Utricularia,plants,,Utricularia,Lentibulariaceae,genus
Tynanthus polyanthus,plants,Tynanthus polyanthus,Tynanthus,Bignoniaceae,species
Eumachia cephalantha,plants,Eumachia cephalantha,Eumachia,Rubiaceae,species
Selaginella producta,plants,Selaginella producta,Selaginella,Selaginellaceae,species
Rinorea lindeniana,plants,Rinorea lindeniana,Rinorea,Violaceae,species
Sapindus,plants,,Sapindus,Sapindaceae,genus
Lacmellea aculeata,plants,Lacmellea aculeata,Lacmellea,Apocynaceae,species
Micropholis,plants,,Micropholis,Sapotaceae,genus
Micropholis caudata,plants,Micropholis caudata,Micropholis,Sapotaceae,species
Utricularia subulata,plants,Utricularia subulata,Utricularia,Lentibulariaceae,species
Actinostachys,plants,,Actinostachys,Schizaeaceae,genus
Strychnos peckii,plants,Strychnos peckii,Strychnos,Loganiaceae,species
Solanum sendtnerianum,plants,Solanum sendtnerianum,Solanum,Solanaceae,species
Trichilia,plants,,Trichilia,Meliaceae,genus
Diplacrum,plants,,Diplacrum,Cyperaceae,genus
Bocoa,plants,,Bocoa,Fabaceae,genus
Pera decipiens,plants,Pera decipiens,Pera,Peraceae,species
Thoracocarpus bissectus,plants,Thoracocarpus bissectus,Thoracocarpus,Cyclanthaceae,species
Inga thibaudiana,plants,Inga thibaudiana,Inga,Fabaceae,species
Brosimum,plants,,Brosimum,Moraceae,genus
Drepanolejeunea,plants,,Drepanolejeunea,Lejeuneaceae,genus
Eperua duckeana,plants,Eperua duckeana,Eperua,Fabaceae,species
Aciotis circaeifolia,plants,Aciotis circaeifolia,Aciotis,Melastomataceae,species
Bellucia grossularioides,plants,Bellucia grossularioides,Bellucia,Melastomataceae,species
Coussapoa latifolia,plants,Coussapoa latifolia,Coussapoa,Urticaceae,species
Elaeocarpaceae,plants,,,Elaeocarpaceae,family
Inga sertulifera,plants,Inga sertulifera,Inga,Fabaceae,species
Clarisia racemosa,plants,Clarisia racemosa,Clarisia,Moraceae,species
Xylopia sericea,plants,Xylopia sericea,Xylopia,Annonaceae,species
Bixaceae,plants,,,Bixaceae,family
Miconia aplostachya,plants,Miconia aplostachya,Miconia,Melastomataceae,species
Coccoloba lucidula,plants,Coccoloba lucidula,Coccoloba,Polygonaceae,species
Monotagma,plants,,Monotagma,Marantaceae,genus
Mikania sprucei,plants,Mikania sprucei,Mikania,Asteraceae,species
Ormosia macrophylla,plants,Ormosia macrophylla,Ormosia,Fabaceae,species
Blakea,plants,,Blakea,Melastomataceae,genus
Paspalum plicatulum,plants,Paspalum plicatulum,Paspalum,Poaceae,species
Ceratolejeunea spinosa,plants,Ceratolejeunea spinosa,Ceratolejeunea,Lejeuneaceae,species
Sextonia,plants,,Sextonia,Lauraceae,genus
Duroia saccifera,plants,Duroia saccifera,Duroia,Rubiaceae,species
Anaxagorea brevipes,plants,Anaxagorea brevipes,Anaxagorea,Annonaceae,species
Miconia racemosa,plants,Miconia racemosa,Miconia,Melastomataceae,species
Malvastrum americanum,plants,Malvastrum americanum,Malvastrum,Malvaceae,species
Trichomanes pedicellatum,plants,Trichomanes pedicellatum,Trichomanes,Hymenophyllaceae,species
Iryanthera polyneura,plants,Iryanthera polyneura,Iryanthera,Myristicaceae,species
Connarus ruber,plants,Connarus ruber,Connarus,Connaraceae,species
Paullinia anodonta,plants,Paullinia anodonta,Paullinia,Sapindaceae,species
Ocotea longifolia,plants,Ocotea longifolia,Ocotea,Lauraceae,species
Macrolobium,plants,,Macrolobium,Fabaceae,genus
Cyclodium meniscioides,plants,Cyclodium meniscioides,Cyclodium,Dryopteridaceae,species
Hippocratea,plants,,Hippocratea,Celastraceae,genus
Phyllodrepanium falcifolium,plants,Phyllodrepanium falcifolium,Phyllodrepanium,Phyllodrepaniaceae,species
Brittonodoxa,plants,,Brittonodoxa,Sematophyllaceae,genus
Adiantum obliquum,plants,Adiantum obliquum,Adiantum,Pteridaceae,species
Entodontopsis leucostega,plants,Entodontopsis leucostega,Entodontopsis,Stereophyllaceae,species
Martinella obovata,plants,Martinella obovata,Martinella,Bignoniaceae,species
Panopsis rubescens,plants,Panopsis rubescens,Panopsis,Proteaceae,species
Athyriaceae,plants,,,Athyriaceae,family
Coussapoa asperifolia,plants,Coussapoa asperifolia,Coussapoa,Urticaceae,species
Adenocalymma subincanum,plants,Adenocalymma subincanum,Adenocalymma,Bignoniaceae,species
Pouteria elegans,plants,Pouteria elegans,Pouteria,Sapotaceae,species
Sematophyllaceae,plants,,,Sematophyllaceae,family
Tetrameranthus laomae,plants,Tetrameranthus laomae,Tetrameranthus,Annonaceae,species
Matisia,plants,,Matisia,Malvaceae,genus
Euphorbiaceae,plants,,,Euphorbiaceae,family
Cheilolejeunea acutangula,plants,Cheilolejeunea acutangula,Cheilolejeunea,Lejeuneaceae,species
Lundia densiflora,plants,Lundia densiflora,Lundia,Bignoniaceae,species
Olyra longifolia,plants,Olyra longifolia,Olyra,Poaceae,species
Ixora francavillana,plants,Ixora francavillana,Ixora,Rubiaceae,species
Styrax,plants,,Styrax,Styracaceae,genus
Miconia rugosa,plants,Miconia rugosa,Miconia,Melastomataceae,species
Lasiacis,plants,,Lasiacis,Poaceae,genus
Erythroxylum macrophyllum,plants,Erythroxylum macrophyllum,Erythroxylum,Erythroxylaceae,species
Licania,plants,,Licania,Chrysobalanaceae,genus
Lantana camara,plants,Lantana camara,Lantana,Verbenaceae,species
Protium fimbriatum,plants,Protium fimbriatum,Protium,Burseraceae,species
Mussaenda erythrophylla,plants,Mussaenda erythrophylla,Mussaenda,Rubiaceae,species
Pariana radiciflora,plants,Pariana radiciflora,Pariana,Poaceae,species
Isopterygium subbrevisetum,plants,Isopterygium subbrevisetum,Isopterygium,Pylaisiadelphaceae,species
Schusterolejeunea inundata,plants,Schusterolejeunea inundata,Schusterolejeunea,Lejeuneaceae,species
Philodendron tortum,plants,Philodendron tortum,Philodendron,Araceae,species
Aechmea penduliflora,plants,Aechmea penduliflora,Aechmea,Bromeliaceae,species
Ixora sparsifolia,plants,Ixora sparsifolia,Ixora,Rubiaceae,species
Palicourea hoffmannseggiana,plants,Palicourea hoffmannseggiana,Palicourea,Rubiaceae,species
Posoqueria latifolia,plants,Posoqueria latifolia,Posoqueria,Rubiaceae,species
Protium morii,plants,Protium morii,Protium,Burseraceae,species
Cyclopeltis semicordata,plants,Cyclopeltis semicordata,Cyclopeltis,Lomariopsidaceae,species
Cupania scrobiculata,plants,Cupania scrobiculata,Cupania,Sapindaceae,species
Siparuna decipiens,plants,Siparuna decipiens,Siparuna,Siparunaceae,species
Prionostemma,plants,,Prionostemma,Celastraceae,genus
Combretum lanceolatum,plants,Combretum lanceolatum,Combretum,Combretaceae,species
Byttneria,plants,,Byttneria,Malvaceae,genus
Heliotropium indicum,plants,Heliotropium indicum,Heliotropium,Heliotropiaceae,species
Olyra caudata,plants,Olyra caudata,Olyra,Poaceae,species
Homalolepis cavalcantei,plants,Homalolepis cavalcantei,Homalolepis,Simaroubaceae,species
Selaginella,plants,,Selaginella,Selaginellaceae,genus
Margaritaria,plants,,Margaritaria,Phyllanthaceae,genus
Ronabea,plants,,Ronabea,Rubiaceae,genus
Pariana gracilis,plants,Pariana gracilis,Pariana,Poaceae,species
Hevea pauciflora,plants,Hevea pauciflora,Hevea,Euphorbiaceae,species
Hymenaea,plants,,Hymenaea,Fabaceae,genus
Vochysia ferruginea,plants,Vochysia ferruginea,Vochysia,Vochysiaceae,species
Lacistema,plants,,Lacistema,Lacistemataceae,genus
Clusia spathulaefolia,plants,Clusia spathulaefolia,Clusia,Clusiaceae,species
Orchidaceae,plants,,,Orchidaceae,family
Deguelia,plants,,Deguelia,Fabaceae,genus
Ophiocaryon,plants,,Ophiocaryon,Sabiaceae,genus
Kutchubaea,plants,,Kutchubaea,Rubiaceae,genus
Muntingiaceae,plants,,,Muntingiaceae,family
Odontadenia perrottetii,plants,Odontadenia perrottetii,Odontadenia,Apocynaceae,species
Macfadyena uncata,plants,Macfadyena uncata,Macfadyena,Bignoniaceae,species
Heisteria duckei,plants,Heisteria duckei,Heisteria,Erythropalaceae,species
Ocotea gracilis,plants,Ocotea gracilis,Ocotea,Lauraceae,species
Tachigali glauca,plants,Tachigali glauca,Tachigali,Fabaceae,species
Guatteria dura,plants,Guatteria dura,Guatteria,Annonaceae,species
Ocotea guianensis,plants,Ocotea guianensis,Ocotea,Lauraceae,species
Miconia subsimplex,plants,Miconia subsimplex,Miconia,Melastomataceae,species
Helmontia,plants,,Helmontia,Cucurbitaceae,genus
Batesia,plants,,Batesia,Fabaceae,genus
Matayba elegans,plants,Matayba elegans,Matayba,Sapindaceae,species
Sterculia speciosa,plants,Sterculia speciosa,Sterculia,Malvaceae,species
Urospatha sagittifolia,plants,Urospatha sagittifolia,Urospatha,Araceae,species
Phoradendron crassifolium,plants,Phoradendron crassifolium,Phoradendron,Viscaceae,species
Cyathea lasiosora,plants,Cyathea lasiosora,Cyathea,Cyatheaceae,species
Rhodostemonodaphne,plants,,Rhodostemonodaphne,Lauraceae,genus
Doliocarpus paraensis,plants,Doliocarpus paraensis,Doliocarpus,Dilleniaceae,species
Lygodium venustum,plants,Lygodium venustum,Lygodium,Lygodiaceae,species
Inga laevigata,plants,Inga laevigata,Inga,Fabaceae,species
Phytolacca rivinoides,plants,Phytolacca rivinoides,Phytolacca,Phytolaccaceae,species
Parkia,plants,,Parkia,Fabaceae,genus
Faramea paniculata,plants,Faramea paniculata,Faramea,Rubiaceae,species
Sterculia apeibophylla,plants,Sterculia apeibophylla,Sterculia,Malvaceae,species
Gaulettia,plants,,Gaulettia,Chrysobalanaceae,genus
Roucheria,plants,,Roucheria,Linaceae,genus
Urera,plants,,Urera,Urticaceae,genus
Dimorphandra vernicosa,plants,Dimorphandra vernicosa,Dimorphandra,Fabaceae,species
Syrrhopodon hornschuchii,plants,Syrrhopodon hornschuchii,Syrrhopodon,Calymperaceae,species
Inga inflata,plants,Inga inflata,Inga,Fabaceae,species
Omphalea,plants,,Omphalea,Euphorbiaceae,genus
Pouteria tarumanensis,plants,Pouteria tarumanensis,Pouteria,Sapotaceae,species
Kerianthera,plants,,Kerianthera,Rubiaceae,genus
Piper divaricatum,plants,Piper divaricatum,Piper,Piperaceae,species
Inga lateriflora,plants,Inga lateriflora,Inga,Fabaceae,species
Ixora intensa,plants,Ixora intensa,Ixora,Rubiaceae,species
Piper hostmannianum,plants,Piper hostmannianum,Piper,Piperaceae,species
Nautilocalyx,plants,,Nautilocalyx,Gesneriaceae,genus
Ocotea amazonica,plants,Ocotea amazonica,Ocotea,Lauraceae,species
Markea ulei,plants,Markea ulei,Markea,Solanaceae,species
Protium paniculatum,plants,Protium paniculatum,Protium,Burseraceae,species
Onychopetalum periquino,plants,Onychopetalum periquino,Onychopetalum,Annonaceae,species
Heliconia velutina,plants,Heliconia velutina,Heliconia,Heliconiaceae,species
Psittacanthus eucalyptifolius,plants,Psittacanthus eucalyptifolius,Psittacanthus,Loranthaceae,species
Leucophanes,plants,,Leucophanes,Calymperaceae,genus
Ceratophyllaceae,plants,,,Ceratophyllaceae,family
Casearia euceraea,plants,Casearia euceraea,Casearia,Salicaceae,species
